D,2
D,3
MY,0
MX,0
CCW,2
D,-1
W,-3
D,-2
S,3
CCW,2
W,-2
D,-1
S,2
S,-1
D,-1
CCW,0
CCW,3
W,3
CCW,3
CCW,3
S,2
MY,0
CCW,1
D,0
CCW,2
W,-2
A,1
CCW,2
A,0
CW,2
MY,0
W,2
MX,0
S,-1
CCW,1
MX,0
S,1
D,3
MX,0
MX,0
A,2
MX,0
S,-2
MY,0
S,1
D,-1
S,1
W,0
W,-2
CCW,1
CW,2
W,-1
MX,0
